6909414	38562316	86473045	98805778	46865613	47385825	23323624	73109973	94006588	10229053
32732256	49724201	13799812	72706600	45298787	51623062	39930491	93989912	19991138	83515607
47853437	1984395	21905079	29181289	2312776	38566717	62262467	5986351	36181821	99870534
58585008	92896392	37087116	46033907	3777240	98274888	62440155	47296327	26623079	16369843
28015588	21114576	80731442	35889668	7525194	88402156	35125503	33801129	86380236	15632408
51463878	95927003	25075237	77771475	31959147	19262218	49434236	87197960	72915436	18895806
70865718	10726130	42480755	23174933	7905270	12937027	66696117	30514711	15703446	33399459
94674689	69131731	9102659	38786437	80846947	45069651	72342968	13928776	64566033	20970017
35908138	63104301	51092956	67463695	23374237	5738386	70907547	23568331	44338498	73434071
88977948	35811278	67487824	71420637	99426952	36578957	4536389	75015099	37503798	18100174
69970033	23817177	5350643	13487367	68545094	23395395	5219315	56263284	50085622	42213004
68764311	76920020	26939318	85540597	64897516	68225290	65738803	4657323	11374493	80613456
80710762	65451335	60494034	23679239	93611357	22124506	95689586	49193278	81288691	19575008
13261542	98988220	28392938	61680221	46905000	82485896	46736106	26905175	76988153	61720151
35800900	13947192	92822663	2613799	74319554	9314455	67259457	93297662	60043470	34328136
79507058	98125032	50654400	39477302	73830418	50858406	48504337	37318575	30834773	7063028
7377433	40480069	29428248	75431429	31441926	23078923	97221546	55039430	27601583	37342859
23147732	88199829	83106554	34516086	96340240	48245500	96374979	16044157	78206854	44747437
74132341	51360334	13838085	43221252	35195305	65429075	59997345	79490343	53842811	86671190
70400584	52520915	52566933	76305553	32911384	42836716	2799566	27717749	32007875	29902279
29988103	49774931	44253821	10102560	72054681	26242410	35527478	47990218	89317229	87987451
30473538	9804207	52846639	65171656	80685662	38423809	10181494	84138659	26703836	16428638
93596018	33912281	32642434	83277077	792053	19303448	72658159	61162525	60730214	53444932
72166170	72073875	94601061	37335409	55252223	85938608	92964403	97103642	25868878	63015523
3697774	94445122	74573333	82606385	26682601	67775197	55685664	32128738	60419025	73172331
81377873	47811430	77036672	49669171	98212220	34835023	60114047	78141537	95026626	38470459
2028596	47115700	25756609	54097580	82792192	69469009	72928857	36646981	3486614	21392356
58325121	75589327	6827632	12968823	38619558	30501864	14918445	80304167	53483647	17755407
92828723	96418750	8042286	27390391	9213137	71473027	61392383	39080164	52011813	19110361
45880741	94762631	46517561	47940781	15430386	23129375	68154	5259487	15047456	4627814
2795417	9923674	65640286	11344430	11041127	31683381	7601238	86657896	33710655	23579625
98283969	87203558	70728154	91466093	74820744	70865044	23990677	78895451	3149682	46423262
39519109	17633835	23137917	70284498	94931798	33007648	36393123	59635350	87598511	10463622
43793084	16994694	3281143	14517060	64420248	86367212	81799148	68399679	22621585	19633023
69310794	88913935	6254620	47046752	6873430	79398370	82042484	58564167	75667936	34748580
874550	49350595	40536093	49966322	55691951	20599694	57405091	15974453	33667931	86284078
2917181	71260905	87625284	37754003	54934411	53792486	80184934	15938241	7083814	62554741
22469994	7286665	17209273	33470643	16575816	66141408	45828183	80191916	55453328	36785512
16171585	6200885	59295516	29298028	34390050	51633232	38349879	82441210	18625355	5919331
25086759	97523504	67809497	6721172	85852113	42256227	75333000	92453063	75333737	66929032
64153540	65823348	76623602	93756770	78465886	69000816	90627815	81521400	5456497	29701040
23814743	40767042	76618255	67579534	43771919	91129546	28499788	89667149	34055786	40274307
512878	56758565	42192420	41109792	46707229	83679661	57541210	13757718	77387738	82495534
50530431	45675428	83574147	11159261	71808393	22631456	47959768	64457225	89721772	33652252
59756051	49317147	16315327	64349435	50867899	27078334	27667970	81336487	27205584	31014907
53369437	9892077	98171679	10901858	73227252	59891256	93461722	88589652	34826640	64345944
16417013	98069266	96154780	93574826	57568510	55396290	2474570	55965551	18887330	50559750
855232	9349942	41402450	2729531	66291665	80756143	79934674	73488828	27797739	70111370
22385070	98265589	95907377	39215422	17764562	41582342	91670850	29863687	26103086	77019138
53229641	22752972	28869595	10456045	9104376	82607084	77035302	28282492	12562815	39944073
93080978	86002161	37475964	52575574	23513297	86169683	9916922	8900616	27118334	65842171
15461674	94030643	56816432	39344999	56889781	63168638	8167586	41918552	73185219	16339235
73309655	52586067	81409804	24239665	3090064	87199855	79321788	82945026	75260126	98984877
44007012	66528179	42861000	22723674	68714572	88321828	96912422	35371437	57415220	93247451
24487332	38556643	35479128	63130386	24240993	76411765	12556129	45707512	68998306	71923160
39767890	20249243	85591809	41723792	24907568	96236349	94314241	61244678	54203515	10877237
24078487	36838639	89079880	76169767	64728940	61292065	89229478	69455848	16483742	28038102
49236471	32521375	27259907	43663474	96775507	34154495	42059544	46732521	22705113	24205920
83965561	32812020	7412231	11783269	47450838	68930144	80690058	26740852	55281731	37270718
49924963	77029219	97746819	30700209	14736856	15124093	20414922	24828512	52399510	4165620
69731949	87112229	36177467	97230695	70103330	42290305	29227128	21629721	16507901	59297386
34810371	46434724	23430075	63303320	31485005	47984282	54855812	77612369	53150117	11221159
5536238	30336450	82952817	55478108	56007750	69995235	43147001	22867491	94797560	38113766
63712225	2200415	70641619	62568215	35393914	29118880	95898642	42642400	71864982	93883832
26873054	1672090	23171576	57846459	41956417	30051932	91865595	15561358	66441191	91451065
4308774	17367065	17725906	37684941	95410677	74863283	58521806	54079756	41707608	1334894
24602868	18461210	47912136	4705350	10628400	89250765	76246645	97673842	51097107	4594994
21383424	89618382	21164279	46208724	16548365	19153318	13324699	20749322	56571762	63776460
66602501	73775012	46777029	63440860	29080659	9755697	44247317	25828444	6171903	50952057
67681273	57615069	88906877	46319064	36685666	10092774	77877653	91896831	57273246	87891320
80561886	97502691	28194132	26858203	45868883	13100877	47634820	84560430	6362191	837309
89035126	23655548	5197888	33288006	34696244	61032901	9506245	60630542	66944620	89956664
65958256	98288919	51446063	35835669	47112446	91740211	87903611	78078355	21174	49104863
13544963	36558804	76769517	83316906	96381379	96533837	50977313	76258694	39700025	56078962
96848548	32581187	51979155	31951196	62566524	48516661	25561294	50070586	33864989	37898436
69602678	20884341	30532053	45174935	84598312	39086083	69062077	90393755	40608159	32897870
30465408	85675848	5021247	7072506	11569168	2882089	90534135	49215454	6743476	94454067
95530495	58967883	72312533	84894777	42789083	38936030	78733916	26675672	67672295	33964392
23004987	14385791	25263871	35472567	341072	71438870	68192105	6063756	80911979	62559881
12678224	76760976	57013047	80280888	8183336	52933899	45632988	15163717	42743790	96223685
46452012	59182814	43287603	90818252	8457837	10259811	30984335	46565250	92119895	17649532
84165734	19047816	13758082	59732908	93136189	78877480	9115326	75284023	34817279	19537705
45576628	94445029	86818590	62708029	31231844	57135018	43028382	94484692	96173804	65677404
51008796	20404305	88458479	62305828	68354726	17064298	58729080	92218165	25218718	71031884
62819177	24107084	76883730	67651598	42292690	29529831	89177762	17385384	88475691	98607525
92025671	4031935	68769597	92932573	42858180	45500784	71316817	80799848	29446556	24624944
37999907	65448208	27456163	1495164	29787669	97354089	69852667	1798173	11262709	5392466
25359809	95264663	8825523	73571638	45727965	49729302	17990204	94816939	66800659	95671477
67802162	85928516	48970610	36431708	2062026	80322738	66892569	95841257	8530117	92000300
14094548	46133900	92160770	91819352	52483309	16864313	9537946	695689	94672515	64516
98253080	3370818	62791259	93224897	79924823	82223701	46252182	14996363	77798670	84057993
11765430	53274074	80175663	13862626	2506337	26084026	84339848	3307029	21160716	49978236
89547821	59448271	16824261	17409034	63097056	64061929	96521639	1941091	15431409	96378429
16025417	30571807	35172727	66980708	10904088	97461816	53818062	56502429	96849061	55286181
78278929	39706036	85557412	48107217	49870107	72760297	67526924	75777120	47475183	67066863
49074626	47268485	42177894	99774896	25281407	50203474	31744039	95982143	98149285	41890903
14331726	70618772	5251174	4725450	18896424	6530256	52611589	90890573	38802194	73248275
71927691	20840082	7811264	79633230	14925598	51312010	14116135	66807925	37851301	4085461
30845356	74528248	38596272	14903933	52694709	2630591	72659218	5973013	82164117	97693519
54479856	51706195	68393797	24555251	60255711	68901128	51019236	96604893	73773530	38366440
83606956	32184995	51402724	94591056	17287533	94650803	20969793	9436715	50545455	99124027
84292209	79146406	98062639	67210340	61410224	31534238	51697645	85237105	75839859	76831631
49816907	75533520	22294009	28154190	38016571	33756118	65005656	24553801	87415104	73673365
24005575	40659495	39871211	46747324	47271659	32885851	98895948	7364274	76602727	86178969
40087687	3643953	21451845	34964478	67346268	61389736	93026203	14885860	28485831	47546705
84406285	94490365	81388481	52034674	90546646	55771198	91267198	45119772	7989254	40860240
80233772	11203620	10890715	34971807	77539479	20603291	19419566	57938690	40449221	67534374
33901122	21484441	82155598	40145885	66895470	28201137	83905631	67149371	32043633	1855842
46435627	5695407	893219	19308363	404074	62447387	31345418	48819764	61821664	12641216
225297	56858579	42762839	47030999	15292266	11490543	77867791	5625837	36853568	62589122
43524440	47909645	23052341	34784501	51649889	74344979	21461218	38432512	70039595	20173548
70114646	56849402	76322624	90962437	64602767	18355753	68418221	21420641	83740355	50080245
90496586	59309523	7075828	46198130	56567907	46848768	59641274	70066034	88046753	63674561
85260055	81972458	74778928	63687418	51573949	63234900	99087043	74425295	40127380	65114887
48579461	17919965	68831348	42548478	63060000	81680628	8998867	41527491	98145981	4792559
45771024	75004657	38803643	21423313	89469799	39468470	70206066	27696524	96226476	46502086
84359817	99915068	92882253	70793632	85586940	28177705	38808958	12132142	36640395	27482960
78763054	46950590	44488491	96440855	70259178	84177612	16710017	37536722	70366151	51710137
87281462	74175826	19452066	66366467	83322919	64350082	72424696	2995732	18529971	77435509
32677810	93514729	27613853	68620737	87588327	45514757	91900584	62800160	71819401	52604120
17585893	88038329	5020847	40793947	10021838	44905285	15137888	76114448	54492854	18438759
8194801	88191158	11920085	53518101	43047679	83034419	78624076	69529225	83632734	17613798
633924	11615812	45995507	25133425	42544283	41668492	62705985	69185681	81475606	59220392
82791519	52380538	54609615	95322816	70054704	85162468	68919599	35246614	182084	72027264
60415359	24575520	38452064	21615162	27733185	42098285	4550223	86199228	80568425	77473065
38409100	91797606	43571237	99431559	23540232	73629353	85186896	94816047	35824515	42926454
5680113	55827706	8866592	9899460	45053936	99756400	49328167	62193598	92325110	66118307
83680872	28840190	79383837	84257874	9311696	81058395	44510612	74032921	64428887	88456479
96747394	8243843	53358129	41462758	76827032	36649158	73044227	18395531	55865586	14450698
53540833	63444779	17057691	12173910	17949841	12114660	16880362	3798349	31867858	34852568
67065349	43329785	75645422	88779914	5693878	4984997	32546494	29159294	23878668	86534085
66822299	85522914	98003159	6584795	52754425	23873480	42871930	56522031	56903015	94734649
37121326	73598058	63282596	31165439	41828813	85460732	40865097	27951977	15277969	61741344
58379413	1624428	5634330	19466127	17578729	40583377	66790161	80220995	46766261	51205581
36661995	86284664	68689638	55575111	29248125	19570645	48314343	77224999	52493485	10368019
49268068	17620694	69212905	95943332	76517853	14170467	48709584	40055801	84348536	58919913
71135815	94719014	12050122	37948878	51333573	50504819	2819865	58177796	84491166	51287483
29917251	7727926	49116591	82022919	49261600	56707009	76927764	32730372	77725125	5534879
15579546	12122051	96756752	72345298	92565852	72675826	24783853	94138317	97321037	19112686
78304010	83548973	4040737	86767534	80821351	84876106	29786817	72932941	32886936	57385972
72958882	45570622	20906156	47405304	30705684	13414084	57399769	74428027	26993640	24013300
83857989	87049221	73911529	24540912	23521310	17628855	99488942	45487735	33966024	92711205
71702383	33116431	31045921	79151099	56200454	34641358	39150970	31291925	21214687	34750115
99848862	17463847	59548115	53805388	26657558	13491519	20393360	47507687	87055332	8216251
28879582	5675973	76998744	12848043	2120287	97142578	62100062	39707588	62776220	60284517
93350431	69490343	31664520	6391336	53467977	84661352	86820667	87833459	31437478	18260228
16354541	21986918	44752921	43981696	52663635	23734110	53148974	28174286	72110279	68470193
63622867	18274929	13397657	91253195	54753440	91829573	27457156	18842453	99061745	886583
3033260	49962208	61915765	11864577	54034223	105299	29984011	43011544	93052159	58589110
97290269	84160162	95042251	67798097	92688744	81104108	28645525	71756419	96752639	43825332
29110132	41719230	4813411	89541010	85277057	45126663	84872899	97564816	92330442	27207000
54376501	74716951	23467859	99737003	87703649	73303512	81521775	36090324	54224225	24030535
94376830	89166716	18810223	90266746	81196965	56526325	71482997	46744462	20260511	76368334
36213748	38299818	75165010	86639612	12509167	4948559	10876676	10379423	91105501	86072514
52161187	99340411	55016855	29571191	95257986	86673227	74636255	85221975	35828025	32612050
24606961	40395372	79040782	380047	93985565	99666572	67426114	20166803	23586519	86635469
64898	28129538	39849509	48605561	8582458	59494181	56948664	46097170	29346302	90873457
72562206	74204131	58211175	20694928	32537940	3317360	14286306	90728061	93603144	14622110
6842697	9087560	90734550	83309629	56188214	91919513	74063902	52501765	97498538	51758919
55516805	23386673	27640413	48508058	52324429	26552030	9484035	42482496	50171046	24226174
61279299	48933287	26896301	58462895	88561399	86500541	65769189	2971456	91025613	31344821
95037794	96244165	58397835	30922165	85978808	43039955	70735315	60879126	26515351	45045924
89271692	19541140	62303152	23025797	60190566	83284746	69301136	4813838	74844110	88481211
85852159	80005818	56897865	23859362	82115393	18465622	80737046	34335275	70584370	31166823
29222237	90832462	52655340	70705057	43899781	78369577	4758377	30978823	17398966	86608815
91931101	18701663	14167023	17752327	49007817	86480753	62354094	15592449	48295587	24431291
97295524	80081089	53259503	46002516	75865827	78505180	83293866	97899477	89554216	50079819
78520349	11947948	34798394	64803590	99035931	39760397	52102049	34798439	4884020	68776627
19783180	21129516	84137338	78636200	70059521	71101251	30251215	42415654	1543649	99458235
86293934	70842830	36530551	81571879	42396109	98492222	85557242	15187152	2970336	15940715
33844080	36413141	52504972	8593977	75892602	59193380	29618607	16588628	92850254	44165198
24659601	39574303	87060253	37187239	29825019	70796961	14283717	58618299	3401912	63728144
18113083	25285349	47355458	18759690	83607027	52714454	7324618	15876674	99365231	80447781
25265611	64045571	77443078	4285557	53025694	33607406	75897587	8812080	93059814	8332670
35442304	67041463	34463995	28554597	4912218	81674069	75228541	61575384	93177617	79383392
21186590	83744336	55952959	13869677	55975952	28298377	78026628	34701832	14178102	40831938
20814130	6133743	1064821	468383	61907938	99089508	41676076	49220990	21441117	388217
5976492	91034472	48335268	71608784	42233537	32698575	75215287	91601047	38035243	24156655
92934102	91827984	96862698	32385962	4207944	53071908	56758343	56462711	32429184	15377671
42048951	3012692	91828082	89397991	9937460	82434547	77566229	54406534	2713725	88324998
88850837	25475268	17670435	25447572	88526469	44126918	43486309	66875983	21910978	64187048
26341721	81854958	66940295	84457082	75452168	72901691	24864643	66004354	83491051	75915717
92136786	28879295	44892102	78478309	97325685	92598635	60139792	71758988	27542200	75401953
19824527	9169669	10947441	72120554	50312494	90052681	97215977	29836456	87841557	91081294
49532589	84927347	42678377	48919803	28187316	47216342	44134261	15892102	85718341	34039213
12307847	37737772	81023906	10622419	69782746	33720228	52805423	18869573	20989272	24435682
86234150	42666153	76724622	13188553	55762321	86459520	75451215	49990923	94636099	63363
28986054	32859163	66454421	86632999	37692313	30871682	62511672	46031212	89206957	3524095
52411511	34158331	97638508	81170368	14532831	36791429	22758640	52345982	86827760	29899898
6168591	95930492	69670865	57584837	82370527	69539415	74365637	81463093	25296001	8958956
86660054	54270375	31663657	42002918	25269177	98319412	29118718	77104915	62959212	84469886
9891211	12134196	37517770	27471880	93856457	29128397	80951222	74840737	24482112	27711396
35442608	43361253	31280894	61598350	7079507	33924962	4383515	90880984	79269218	25281611
92982357	63267813	91623875	17499805	28249597	79864131	53699261	42758306	49395641	70265825
50738328	45782269	58890987	22376778	71353220	6169534	28918026	69104805	76581516	96281028
20999284	81581204	72982258	25034250	85555399	50952364	92709765	87913099	51449555	92034560
11532315	68693246	38371633	72838622	86025152	30198343	90121885	89456514	29518358	93778880
17143882	91595946	75898143	46657650	85432980	29208292	87950512	70389125	50097833	71710685
64183229	76508794	79750778	16596319	3083664	57125769	20417156	17279433	60707455	58735253
80134009	2649841	85568163	58344271	25408264	46468530	89906826	8467268	99694468	19545871
72492724	19974791	57698539	32734066	74090288	96488860	38781101	83260672	55002991	9011283
92593634	55324249	63145022	77367575	43777038	58710691	91793561	56942831	34184601	26790004
57711916	10427285	860943	26908280	55245527	39690518	33323043	38948710	26907035	10775351
53420128	9187661	25998256	63598787	96536137	72417438	20800305	65452633	34340667	74441894
94893627	72788892	43951912	98103969	87724855	66684327	41603593	27220015	9208114	5967559
29482381	46682493	19909589	23504203	27838667	72020421	87517105	96723641	84330252	59638574
51483377	44119423	43974632	52569474	72486517	24490680	27749328	15248171	90035205	34800163
32391296	26986701	95591312	21846612	43611660	44995873	39279196	28455356	10986519	70955050
97447841	17850608	87164149	23302164	29472700	57479767	6131786	66742044	75043301	95781016
60222839	14426075	16318550	19240953	72550085	2197097	53871423	5314559	65972613	9708078
75367914	11899458	93712188	44932048	924433	47310078	70710060	9128447	90279642	91228677
7614075	64643759	54873338	45314380	58030226	66824733	75224940	7530593	80081679	85143982
17344464	81877755	66616519	97921995	69790539	83257575	76428914	68818848	12768413	88628831
42179590	83026693	26293252	7526769	26290834	40537552	26260700	59481355	65417037	25300429
80201637	95382735	97882608	31721643	1222480	72540315	25051261	3264369	42338145	68866998
61192010	38514688	5336441	41625020	42460757	5155738	18691761	75070149	79519036	5937688
95256539	30562439	16899408	17693092	82468921	53963139	12602484	48026200	13081585	46313088
83933979	77085676	98530969	21802014	8682725	90890826	95491974	94595234	19175431	81947858
88353911	72217324	99584266	52841469	17538793	41336401	56735185	99856851	98708373	40167007
95636040	6274333	81741502	58383694	44859963	16579335	92089328	88413252	90086016	30666125
67551379	21559274	57971740	52789471	98136764	34506123	52320602	21606351	17241705	31989035
79038264	25514416	99169780	81461948	64934428	10594114	98033290	41787654	1090525	84409969
42988463	52404695	88001324	90451551	12020547	95813234	86786730	70331419	8994061	31458321
17705806	97602364	34729137	67930848	82054469	95726462	19762738	63815343	98628860	97720733
56032106	5328023	29394106	80927670	53458878	95845587	47030862	14946091	68921046	52023877
56880510	84860670	20628168	34043388	87924870	81544877	4182271	10510469	90980336	68136477
77120209	83447753	93453493	38187363	71991389	92467781	19196030	85717265	35018772	19382802
66603468	72779718	2522940	19297115	36988123	67045379	17987016	45232181	75915054	72718770
66809536	58438845	16575727	63210281	82125605	91070680	26104673	23872069	76672737	97374371
43004804	62340616	74853526	61152770	70235862	77768165	70930240	16036043	2222227	20534926
72231442	43249203	72194615	3120093	24904801	25732146	93696694	18706204	15852341	82051712
90596331	16010055	12208661	95565311	7058746	38100982	8740628	50206801	82103841	66019506
96528413	51070583	70719488	48806925	92216273	76289612	40332946	30053428	2398897	78409676
71161223	28612541	15684103	714484	48066042	72520681	79043939	44597009	12390433	50787971
66972222	23725527	86308152	61807682	7943491	87436554	84455756	36354650	19041083	86959698
19164677	28096587	64938128	76951430	21028359	54112715	74662286	13734412	30490958	19158151
13361521	89015259	80588477	66692724	88425759	85489790	75501120	97535236	14363384	6726001
6073544	32481137	71624799	53686188	31817505	65814622	61462548	99970509	2406771	79543962
78364936	80070338	40695479	33889840	47081249	14658220	25744834	97873924	60018397	40992630
64123330	97208680	37387947	62294583	78648376	87155852	41586570	64056865	26953991	29536671
65896693	9056140	66849803	42701556	7514087	450776	14832160	54622142	96784924	5717760
20781553	4370957	9835013	76945185	75481698	11666430	35429606	96822707	24957352	60135985
28580014	40440160	73058140	27167728	72826926	70621072	30018260	63360411	60386992	33745954
95631375	68644216	37797807	10651356	96641514	94988906	10414022	40322938	63964675	77596968
35019930	39585728	32779579	70892171	32835143	49461209	31453739	68465306	96067592	75202674
98792947	23069609	88587404	86660757	64225579	23954204	50694525	45179075	98831866	61903959
78430585	95516257	52516884	516861	20138473	69726540	30553443	66364804	26063036	80984702
59768053	29975291	25787658	96781886	71009651	12790550	37634882	55573268	81812318	37176562
93936693	95033468	11593356	86974785	56533393	61677906	8077077	71012647	75673949	33228636
78591238	17182170	39174140	89057658	69703437	66246709	41295922	40120415	12334116	96412686
52399902	26900060	60905196	80550434	82261382	35790830	7245297	36646523	87825002	93713048
49323940	50688303	61232217	44659341	27468377	26398771	15806827	32697373	96441311	9644474
47444764	99824845	41203326	12898238	78312321	94424349	45858048	89148254	27379362	31568171
20741106	62976475	14636228	5709730	72760293	83286958	11782637	97628505	2928424	18011786
62067559	178933	57103100	57361867	31289034	80872255	23863880	67435825	34726157	59786763
39336897	90185561	4559470	8943811	55001255	73909101	71786932	40885297	52395651	18687095
18164598	22319576	31281444	76679502	7839334	29957682	46410386	63213809	94771602	14449820
23779550	43024975	38089224	56599728	92242702	49146977	42634806	71713612	39421160	47619049
36417872	60465355	66658562	64704375	36649255	95725963	87307476	77571437	25519061	70267218
58727368	62681445	28692182	98749252	56686295	7889428	10355208	7016324	44371444	44196388
47486788	84026960	99207272	14003265	79393376	24505725	27588545	99773085	33547448	90726801
17980650	57793917	37881494	51604428	72101702	33787784	9194229	7779217	3240231	70679715
12030949	51568842	68262756	66241987	2946368	40892183	4485640	41405904	13143377	63815725
33271248	22930139	45462615	93723889	26037622	58297175	34118770	26025103	87002687	54078248
8137326	57726885	53403451	26378254	63907306	63788677	73596223	68269997	79904542	56386321
28648406	90484134	15174129	97532637	6129953	95987808	79705654	76600817	78931163	60395457
92619683	82314075	49925217	50051255	78224005	60972443	50387837	4438056	16348465	97280888
89608422	19326163	60015348	35742087	78705040	89066725	43592117	18236665	13914425	47554784
6355264	31602653	59603904	28648257	72663387	6927385	78685802	41349976	24903525	2050494
64695506	19461495	92309187	1290116	80574838	23761534	40295246	88316865	64982108	81009656
61120296	18478850	94407389	62413075	98214630	64402111	80404482	79227428	88792408	88926748
30143502	33686505	42098453	83718649	48914653	82080151	25358763	63654229	58302412	85750899
31065735	33920658	6566597	39108504	97628546	81391454	74721869	95566049	34256307	22492039
82400261	88300961	72896142	30064315	4924402	92905560	67279307	45854323	94528353	94067150
97945784	82739617	52238343	10388270	12066819	24571630	67977845	35271490	89005007	60402629
40143009	14624383	9329216	47138797	3783514	76516308	24130072	89650941	99077757	26661828
41288279	70533518	22134506	3946592	56895473	71601150	51530610	82129019	22292305	815527
67504790	29587171	58150574	86419420	91093970	66949504	45136206	27421704	65299796	41598018
67358055	78869340	75355721	83782160	99741606	26498629	86202540	17337443	75329222	72763519
8741767	17174162	70468339	43154281	74276755	22022519	86599103	71309294	81567544	1286036
39081225	85249986	55909362	10296058	75583198	42647353	84567465	88476860	31824960	30950338
26081230	4849410	12271146	20993175	40326143	31601975	78771338	79998419	76360140	7240132
57065948	10932044	91391446	49131049	37584609	84992536	57881248	95614728	92202376	82642876
29187892	79376488	68152823	66888464	51910553	34192279	2488178	62337302	82071243	67097687
64925080	71915962	49307733	92647478	24888981	91587659	38416368	14656719	52820802	4044820
46456056	82439013	20231331	4678802	31075550	96994615	75366511	54338725	81084556	45038965
73493932	28768084	38506939	37038094	60565189	78809871	53046482	22975262	22576733	50910549
34556607	45629046	24169337	987858	58431622	87270248	50186737	96130026	64372608	62978629
35288603	27081808	3470395	54265702	2690795	91058952	26008584	88194261	48992816	71421957
